title,artist,duration,anger,fear,joy,sadness,surprise,cleaned_lyrics
All for You,Keith Urban,218012.15600000002,0.06467030942440033,0.07493844628334045,0.17630934715270996,0.6358941793441772,0.0481877364218235,"last night i fell asleep, and i saw you dancing in my dreams, just like the autumn leaves have fall for you. all for you.  you changed my life, you changed my ways. i don't even recognize myself these days. it must be a reflection of you. only you.  i can't remember feeling love like this in so long. i can't imagine living life without you by my side. day after day you find a way to make this grown man cry. it's so true, i'm all for you.  my arms still hold you tight, keep you warm in the coldest night. my hand to pull your hair right back away from your eyes. for you. only you.  if i knew how to do it, i'd paint the moon, the stars around you. paint the perfect kind of sunset. but i couldn't make it more beautiful than you. oh, nothing compares to you. you know it's true.  i can't remember feeling love like this in so long. i can't imagine living life without you by my side. day after day you find a way to make this grown man cry. it's so true, i'm all for you. i'm all for you.  i can't remember feeling love like this in so long. i can't imagine living life without you by my side. day after day you find a way to make this grown man cry.  some might call it insanity. without a doubt for the rest of my life, i'm going to be crazy. baby, crazy for you.  all for you. i'm all for you."
Fingers Blue (feat. Travis Scott),Smokepurpp,194838.641,0.42167890071868896,0.08053965866565704,0.0978633314371109,0.34875574707984924,0.05116233974695206,"till my fingers blue i like countin' hunnids till my fingers blue lil purpp i just fucked this bitch inside a bentley coupe hopped up in the wraith, got stars up on the roof i like selling mid because i smoke the boof i be countin' hunnids till my fingers blue till my fingers blue till my fingers blue i like countin' hunnids till my fingers blue till my fingers blue till my fingers blue i like countin' hunnids till my fingers blue hop out the whip i'm in the kitchen, i whip chopper on me shots to the head make him sick yeah, i'm the shit all of my songs is a hit, i don't miss smokin' on gas in the vip poppin' champagne on a bitch heard you a snitch nigga, be quiet cause you can get bitched (you can get bitched) i keep a chopper, it's loaded hop out the rolls, got my name on the curtain fuckin' yo' thot, yeah, i do that for certain and i stay clean like detergent poppin' on xannies and poppin' on perkies run up on me, you get cut like a turkey i just fucked this bitch inside a bentley coupe hopped up in the wraith, got stars up on the roof i like selling mid because i smoke the boof i be countin' hunnids till my fingers blue till my fingers blue till my fingers blue i like countin' hunnids till my fingers blue till my fingers blue till my fingers blue i like countin' hunnids till my fingers blue till my fingers blue till my fingers flew i like countin' hunnids till my fingers blue lamborghini roadster, this is not the coupe (skrr skrr) if i slide the top off, then you better shoot (yeah!) diamond teeth (shine) diamonds white and pink (it's lit) yeah, back in sync just in time to drink still strawberry smooth still roll off the blue hit her off the view top floor aerial yeah, all she do is dance and take xans, she too basic if she ever plan on fall asleep, my hands replace them whole damn crew off the zoot pour the juice hit the jack and count the deads i just fucked this bitch inside a bentley coupe hopped up in the wraith, got stars up on the roof i like selling mid because i smoke the boof i be countin' hunnids till my fingers blue till my fingers blue till my fingers blue i like countin' hunnids till my fingers blue till my fingers blue till my fingers blue i like countin' hunnids till my fingers blue"
Gave Your Love Away,Majid Jordan,285233.938,0.1854403018951416,0.06659580767154694,0.22247910499572754,0.4727141261100769,0.05277067422866821,"you said this would be the very last time i'll be seeing you 'cause you don't even wanna talk and you don't even wanna meet up, up you don't even wanna be friends pretend you like me, ooh, oh, oh i take time for love it's right, your love takes hold of you take time for love, babe and try my best to explain, yeah but i had to throw it all away, why? i said i love you, baby and, i, i gave your love away i said i love you, baby and, i gave it, i gave your love away i said i love you, baby and, i, i gave your love away i said i love you, baby and, i, i gave your love away i gave your love away i gave your love away i gave your love away no, no, no, no, no i'm in the courtyard of your mansion in westlake feelin' a way about today, weather grey jacket on, movin' along, checkin' my phone thought i heard you call, i was wrong why has it been so long, why? i said i love you, baby and, i, i gave your love away i said i love you, baby and, i gave it, i gave your love away i said i love you, baby and, i gave it, i gave your love away i said i love you, baby and, i, i gave your love away i gave your love away i gave your love away i gave your love away i gave your love away no, no, no, no, no i had to give up, yeah i had to give up i gave your love away i gave your love away i gave your love away i gave your love away no, no, no, no, no no, no, no, no, no (take time for love) that's what you said to me take time for love, make time for make time for love, take time for love so i know that we can be something why i said i love you, baby and, i, i gave your love away i said i love you, baby and, i gave it, i gave your love away i said i love you, baby and, i, i gave your love away i said i love you, baby and, i, i gave your love away"
Riot,2 Chainz,166185.219,0.4458469748497009,0.06509551405906677,0.05030297115445137,0.3367672860622406,0.10198728740215302,"damn right they got it, damn right they got it damn right they got it, damn right they got it damn right they got it, damn right they got it damn right they got it, damn right they got it  i say lame niggas be quiet, lame niggas be quiet, lame niggas be quiet you in the presence of a real nigga i say lame niggas be quiet, lame niggas be quiet, lame niggas be quiet you in the real nigga's presence  i eat your girl up for breakfast, won't save you no extras say she fuck with me cause a real nigga is her preference drinking like i'm from texas, and you know i stay flexin' and if you don't know i go by tity two necklace  damn right i got it, damn right i'm bout it click full of killers, please don't get us excited yea we're smoking loud so lame niggas be quiet if you fuck with us, we gonna start up a riot  i'm a start a riot, i'm a start a riot i'm a start a riot, i'm a start a riot i'm a start a riot, i'm a start a riot i'm a start a riot, i'm a start a riot  i ain't stunnin' these niggas, i ain't stunnin' these bitches 2 cigarillos, look like extension yeah i'm from the south side, her mouth wide my pack loud, my gat loud i back out, and click clack pow pow court dates still trial, my rep is a reptile now later, alligators, i step on a work like a step child pimp up, hoes down, make your girl pull her clothes down her hair down and i'm down her phone off so don't dial dis right here is dat no style, i don't know how i do the shit i'm true to this true religion, they takin' swag with no permission all year it's gucci season, gs on my belt buckle cocaine on my left knuckle, kill your barrel what's left of you  damn right i got it, damn right i'm bout it click full of killers, please don't get us excited yea we're smokin' loud so lame niggas be quiet if you fuck with us, we gonna start up a riot  i'm a start a riot, i'm a start a riot i'm a start a riot, i'm a start a riot i'm a start a riot, i'm a start a riot i'm a start a riot, i'm a start a riot"
Dirty Harry,Gorillaz,223863.578,0.13355422019958496,0.5936384797096252,0.054423969238996506,0.2047431468963623,0.013640178367495537,"i need a gun to keep myself from harm the poor people are burning in the sun but they ain't got a chance, they ain't got a chance i need a gun 'cause all i do is dance 'cause all i do is dance  i need a gun to keep myself from harm the poor people are burning in the sun no, they ain't got a chance, they ain't got a chance i need a gun 'cause all i do is dance 'cause all i do is dance  in my backpack, i got my act right in case you act quite difficult and your is so weaken with anger and discontent some are seeking and searching like me, moi  i'm a peace-loving decoy, ready for retaliation i change the whole occasion to a pine box six-under impulsive, don't ask wild wonder orders given to me is 'strike' and i'm thunder  with lightning fast reflexes on constant alert from the constant hurt that seems limitless with no dropping pressure seems like everybody's out to test ya 'til they see your brake  they can't conceal the hate that consumes you i'm the reason why you flipped your soosa chill with your old lady at the tilt i got a 90 days digit and i'm filled with guilt from things that i've seen  your water's from a bottle, mine's from a canteen at night i hear the shots ring, so i'm a light sleeper the cost of life, it seems to get cheaper out in the desert with my street sweeper the war is over, so said the speaker  with the flight suit on maybe to him i'm just a pawn so he can advance remember when i used to dance man, all i wanna do is dance  dance, dance, dance i need a gun to keep myself from harm"
How Long,Charlie Puth,198298.40600000002,0.1512906551361084,0.1542889028787613,0.0910516083240509,0.5173028707504272,0.08606593310832977,"ooh, yeah i'll admit, i was wrong what else can i say, girl? can't you break my head and not my heart? i was drunk, i was gone, that don't make it right but i promise there were no feelings involved she said ""boy, tell me honestly was it real or just for show?"" yeah she said ""save your apologies baby, i just gotta know"" how long has this been going on? you've been creeping 'round on me while you're calling me baby how long has this been going on? you've been acting so shady i've been feeling it lately, baby i'll admit, it's my fault but you gotta believe me when i say it only happened once i tried and i tried, but you'll never see that you're the only one i wanna love, ooh, yeah she said ""boy, tell me honestly was it real or just for show?"" she said ""save your apologies baby, i just gotta know"" how long has this been going on? you've been creeping 'round on me while you're calling me baby how long has this been going on? you've been acting so shady i've been feeling it lately, baby how long has this been going on, baby? you gotta go tell me now she said ""boy, tell me honestly was it real or just for show?"" yeah she said ""save your apologies baby, i just gotta know"" how long has this been going on? you've been creeping 'round on me while you're calling me baby how long has this been going on? you've been acting so shady i've been feeling it lately, baby how long has this been going on? you've been creeping 'round on me how long has it been going on, baby? how long has this been going on? (you gotta go tell me now) you been acting so shady i've been feeling it lately, baby"
Everyday Is Christmas,Sia,203708.65600000002,0.03373546898365021,0.0652962327003479,0.6285231113433838,0.10147720575332642,0.17096802592277527,"oh, far the time you and me and holiday wine wait for the snow i will read the list that i wrote  said i'm by the open fire lovin' you is a gift tonight lovin' you for all my life lovin' you is a gift tonight  oh everyday is christmas when you're here with me i'm safe in your arms, you're my angel baby everyday is christmas when you're by my side you're the gift that keeps givin', my angel for life everyday is christmas everyday is christmas everyday is christmas with you by my side everyday is christmas everyday is christmas everyday is christmas with you by my side  oh, you're my love (my love) you're the joy (the joy) in my holiday song and when you smile i can't breathe can't believe that you're mine  said i'm by the open fire lovin' you is a gift tonight lovin' you for all my life lovin' you is a gift tonight  oh everyday is christmas when you're here with me i'm safe in your arms, you're my angel baby everyday is christmas when you're by my side you're the gift that keeps givin', my angel for life everyday is christmas everyday is christmas everyday is christmas with you by my side everyday is christmas everyday is christmas everyday is christmas with you by my side  whoa-oh-oh-oh-oh-oh oh-oh-oh-oh oh-oh-oh-oh, oh oh-oh-oh-oh-oh oh-oh-oh-oh oh-oh-oh-oh-oh  whoa-oh-oh-oh-oh-oh oh-oh-oh-oh oh-oh-oh-oh, oh with you by my side ohh-oh-oh-oh-oh oh-oh-oh-oh oh-oh-oh-oh-oh with you by my side  whoa-oh-oh-oh-oh-oh oh-oh-oh-oh oh-oh-oh-oh, oh with you by my side whoa-oh-oh-oh-oh-oh oh-oh-oh-oh"
Used 2,2 Chainz,225442.547,0.5059477090835571,0.04826557636260986,0.02680637128651142,0.3415108025074005,0.07746951282024384,"i still fuck 'em like i used too i need to put that shit on youtube 'cause you know we got that dance floor crazy single ladies come and have my baby i still fuck 'em like i used too i need to put that shit on youtube 'cause you know we got that dance floor crazy hey my nigga come and grab your lady  yeah i'm the nigga yeah, don't forget it yeah gold neck tity yeah, lamborghini yeah man in my city yeah, they call me tity yeah bad bitch with me yeah, she's sadidty yeah got her hair fixed yeah, kinda thick yeah shawty known to strip yeah, for the rent yeah tryna do a split yeah, oh shit yeah can you do a split yeah, on a dick yeah you can't do it with a dick, can you? you can't do it like that with a dick, can you? you can't do it with a dick, can you? you can't do it like that with a dick, can you? bitch!  i still fuck 'em like i used too i need to put that shit on youtube cause you know we got that dancefloor crazy single ladies come and have my baby i still fuck 'em like i used too i need to put that shit on youtube cause you know we got that dancefloor crazy hey my nigga come and grab your lady  one time grab her yeah, i'ma stab her yeah put it in her body yeah, don't compare me yeah flyin' out to cali yeah in my ballys yeah, we go to miami yeah, that my family yeah atl my hood yeah, understood yeah shout out to new orleans yeah, it's all good yeah, watch how i do yeah, i'm a fool yeah, shawty want that wood yeah, that pussy good yeah lemme see you twerk it, lemme see if you can twerk it lemme see you twerk it, lemme see if you can twerk it lemme see you twerk it, lemme see if you can twerk it lemme see you twerk it, lemme see if you can twerk it bitch!  i still fuck 'em like i used too i need to put that shit on youtube cause you know we got that dancefloor crazy single ladies come and have my baby i still fuck 'em like i used too i need to put that shit on youtube cause you know we got that dancefloor crazy hey my nigga come and grab your lady  get, low, like this get, low, like this! uh, do it, uh, shake it wipe down, outfit i get money like i used to ch-chains on, i use two guns on me if i used to i'll fuck ya ass on youtube  a million views!  i still fuck 'em like i used too i need to put that shit on youtube cause you know we got that dancefloor crazy single ladies come and have my baby i still fuck 'em like i used too i need to put that shit on youtube cause you know we got that dancefloor crazy hey my nigga come and grab your lady"
Pray,Sam Smith,221657.688,0.11774802207946777,0.4556417465209961,0.03813384473323822,0.37777453660964966,0.010701771825551987,"i'm young and i'm foolish, i've made bad decisions i block out the news, turn my back on religion don't have no degree, i'm somewhat naive i've made it this far on my own but lately, that shit ain't been gettin' me higher i lift up my head and the world is on fire there's dread in my heart and fear in my bones and i just don't know what to say maybe i'll pray, pray maybe i'll pray i have never believed, and you know but i'm gonna pray you won't find me in church (no) reading the bible (no) i am still here and i'm still your disciple i'm down on my knees, i'm beggin' you, please i'm broken, alone, and afraid i'm not a saint, i'm more of a sinner i don't wanna lose, but i fear for the winners when i try to explain, the words run away that's why i am stood here today and i'm gonna pray, pray, maybe i'll pray pray for a glimmer of hope maybe i'll pray, pray, maybe i'll pray i've never believed, and you know, that i'm gonna- won't you call me? can we have a one-to-one, please? let's talk about freedom everyone prays in the end everyone prays in the end won't you call me? can we have a one-to-one, please? let's talk about freedom everyone prays in the end everyone prays in the end oh, and i'm gonna pray, i'm gonna pray, i'm gonna pray pray for a glimmer of hope maybe i'll pray, pray, maybe i'll pray i've never believed, and you know, but i'm gonna pray"
Coffee and TV,Blur,319297.594,0.3306165337562561,0.08613672852516174,0.07785549759864807,0.485173761844635,0.020217563956975937,"do you feel like a chain-store practically floored one of many zeros kicked around bored your ears are full, but you're empty holding out your heart to people who never really care how you are  so give me coffee and tv peacefully i've seen so much, i'm going blind and i'm brain-dead virtually sociability is hard enough for me take me away from this big bad world and agree to marry me so we can start over again.  do you go to the country it isn't very far there's people there who'll hurt you 'cause of who you are your ears are full of their language there's wisdom there you're sure 'till the words start swirling/slurring and you can't find the door  so give me coffee and tv peacefully i've seen so much, i'm going blind and i'm brain-dead virtually sociability is hard enough for me take me away from this big bad world and agree to marry me so we can start over again  so give me coffee and tv peacefully i've seen so much, i'm going blind and i'm brain-dead virtually sociability is hard enough for me take me away from this big bad world and agree to marry me so we can start over again  we can start over again we can start over again we can start over again we can start over again"
Fade,Lewis Capaldi,244111.391,0.13997700810432434,0.10529376566410065,0.06492141634225845,0.6474820375442505,0.04232574254274368,"it ain't no wonder why we lose control when we're always heart attack away from falling in love well, i know that we've been hardly holding on to tell the truth, i can't believe we got this far running near on empty i wish somebody would've told me that i'd end up so caught up in need of your demons that i'd be lost without you leading me astray guess that i'm a fool for the way that you caught me girl, you make my heart break more every day but don't fade away and when i'm just about to pass the point of it all you come ripping all the air from out of my lungs and now it's so hard to be i wish somebody would've told me that i'd end up so caught up in need of your demons that i'd be lost without you leading me astray guess that i'm a fool for the way that you caught me girl, you make my heart break more every day well, i know that we've been hardly holding on to tell the truth, i can't believe we got this far, oh well, i know that we've been hardly holding on to tell the truth, i can't believe we got this far i wish somebody would've told me i wish somebody would've told me that i'd end up so caught up in need of your demons that i'd be lost without you leading me astray guess i'm such a fucking fool for the way that you caught me girl, you make my heart break more every day but don't fade away (well, i know that we've been hardly holding on) to tell the truth, i can't believe we got this far don't fade away (well, i know that we've been hardly holding on) to tell the truth, i can't believe we got this far so don't fade away"
Help Me Out,Maroon 5 & Julia Michaels,193654.422,0.22021418809890747,0.14300397038459778,0.02581748366355896,0.5877488255500793,0.02321557141840458,"i'm getting kinda over this i need a metamorphosis are you as weak as me? if not, do you wanna be? i need some temporary saving i need some, some uncomplicated help me out 'cause i don't wanna do this on my own help me out, out help me out 'cause i need something up to calm me down help me out, out i don't mean to bother you but there's something that i want from you distract me from thinking too much loose ends all tied up with a touch i need some temporary saving i need some, some uncomplicated help me out 'cause i don't wanna do this on my own help me out, out help me out 'cause i need something up to calm me down help me out, out hey, hey i know that there will come a day when you, you'll need somebody to hey, hey i know that there will come a day when you, you'll need somebody to help you out help me out help me out help me out, out help me out 'cause i don't wanna do this on my own help me out, out help me out 'cause i need something up to calm me down help me out, out and, hey i know that there will come a day when you, you'll need somebody to hey, hey i know that there will come a day when you, you'll need somebody to help you out help me out help me out help me out, out"
Hamster Dance,The Hit Crew,212207.172,0.28884097933769226,0.36657750606536865,0.17374417185783386,0.12023419886827469,0.05060314014554024,here we go didadidadididodo diiidadidido didadidadidadiludaludadidiludadidadidooo didadidadididodo diiidadidido didadidadidadiludaludadidiluddidadidooo
Kiss You This Christmas,Why Don't We,165349.297,0.015755126252770424,0.11619195342063904,0.7193920612335205,0.07558443397283554,0.07307644188404083,"joyful, joyful, when you're near shining like a star, my dear winter wonderland is here all i need to bring me cheer wrapped up in your presents girl you know you keep me guessing but nothing's sweeter than the sight of you this christmas it's cold outside, but you melt my heart away it feels so right, it's a perfect holiday been waiting for this moment the whole year long so let me know, let me know can i kiss you this christmas? glory, glory 'tis the season show you how i feel, my dear angels singing up in here all i need to bring me cheer wrapped up in your presents girl you know you keep me guessing but nothing's sweeter than the sight of you this christmas it's cold outside, but you melt my heart away it feels so right, it's a perfect holiday been waiting for this moment the whole year long so let me know, let me know can i kiss you this christmas? oh yeah can i kiss you this christmas? oh (ooh-ooh-ooh-ooh-ooh) so let me know, let me know can i kiss you this christmas?"
Right To It (feat. Ashe),Louis The Child,175496.422,0.46300584077835083,0.12859593331813812,0.053135499358177185,0.3227175176143646,0.03254528343677521,"if you want it, we can get right to it mix some vodka with some oj skip the mornin' and let's get right to it put your hands on my body me and my friends poppin' no we don't need no man to be gettin' on down know how i like it like it don't need no excuse to be doin' this here you poppin', kc and the sunshine band that's the way i like it like it sippin' so much goose that you could call me geese sippin' so much goose that you could call me geese feel like i can fly when you are next to me feel like i can fly when you are next to me if you want it, we can get right to it mix some vodka with some oj skip the mornin' and let's get right to it put your hands on my body if you want it, we can get right to it mix some vodka with some oj skip the mornin' and let's get right to it put your hands on my body on my body now it's almost 2 and somebody passed out dropped my phone in the pool, lost my keys in the couch but that's the way i like it like it sippin' so much goose that you could call me geese sippin' so much goose that you could call me geese feel like i can fly when you are next to me feel like i can fly when you are next to me if you want it, we can get right to it mix some vodka with some oj skip the mornin' and let's get right to it put your hands on my body if you want it, we can get right to it mix some vodka with some oj skip the mornin' and let's get right to it put your hands on my body on my body body on my, on my body body on my, on my body body on my, on my body on my body on my, on my body on my body on my body"
